Date,Trend(VAR) Percent Error,Trend(CNN-LSTM) Percent Error
2020-07-23,1.3409097231104592,1.4159056337633285
2020-07-24,1.548168055656528,0.7932868418461722
2020-07-29,1.4010631764334052,0.18755871225699725
2020-07-30,1.640685909649062,0.02417342759181979
2020-07-31,1.6868505904530924,0.012431686152443472
2020-08-03,2.6518967007864482,0.6476573055227525
2020-08-04,3.2232314929008465,0.7091153925838577
2020-08-05,3.3599388284717846,0.26485263732976516
2020-08-06,3.34484137376333,0.2998259336474075
2020-08-07,2.978550213342391,1.3539524115371753
2020-08-10,2.0965655126767997,1.6942301857705666
2020-08-11,1.2216646263729236,1.9880311539161633
2020-08-13,0.2825045687691475,2.5963560974705606
2020-08-14,1.2561747413056463,2.527665144670086
2020-08-17,1.4344192495502048,1.729233024664845
2020-08-18,1.9542471161916584,1.3870857748115428
2020-08-19,1.6301372989441225,0.5860047454718095
2020-08-20,0.8024493418744214,0.3529042460845123
2020-08-21,0.39694549192757117,0.2061572247787507
2020-08-24,1.512122293019879,0.5273022069274977
2020-08-25,2.0479297961091874,0.17099288335688745
2020-08-26,2.460831984653502,0.2145266106638033
2020-08-27,2.9480332560093916,0.356775124953312
2020-08-28,2.8505705832164514,0.5129630621679611
2020-08-29,,
2020-08-30,,
2020-08-31,,
2020-09-01,,
2020-09-02,,
2020-09-03,,
2020-09-04,,
