Date,SCC.BK_forecast,SCC.BK
2020-01-02,377.8261220567302,378.0325622558594
2020-01-03,376.7208229977812,371.281982421875
2020-01-06,377.47294732049187,358.7452087402344
2020-01-07,373.23658016321986,364.5314025878906
2020-01-08,369.3614031882159,351.9945983886719
2020-01-09,369.11306875652565,357.78082275390625
2020-01-10,368.17410060131084,359.7095642089844
2020-01-13,358.4963290306674,354.8877258300781
2020-01-14,361.73449173360456,353.92333984375
2020-01-15,363.4565626468175,352.958984375
2020-01-16,365.8892558274687,355.8520812988281
2020-01-17,365.6302985175624,357.78082275390625
2020-01-20,367.07878878340296,355.8520812988281
2020-01-21,368.7749553424522,350.0658874511719
2020-01-22,353.4760206639012,346.2083740234375
2020-01-23,352.1927373268126,351.0302429199219
2020-01-24,353.9161642714248,350.0658874511719
2020-01-27,352.33313590322933,340.42218017578125
2020-01-28,353.1682367495879,332.7072448730469
2020-01-29,356.3335245813033,342.3509216308594
2020-01-30,358.0533131777123,343.3153076171875
2020-01-31,347.2248998844166,345.2440185546875
2020-02-03,347.3192545556137,345.2440185546875
2020-02-04,353.18888491542776,351.0302429199219
2020-02-05,352.8886755898549,348.13714599609375
2020-02-06,354.3523214245563,351.9945983886719
2020-02-07,352.2375947042035,351.0302429199219
2020-02-11,351.0154888662129,353.92333984375
2020-02-12,357.1237781543488,354.8877258300781
2020-02-13,356.69599493411437,351.9945983886719
2020-02-14,355.2479365288516,354.8877258300781
2020-02-17,355.0477954682318,352.958984375
2020-02-18,351.66869216627873,351.0302429199219
2020-02-19,353.3494082602785,349.10150146484375
2020-02-20,355.01168681096544,343.3153076171875
2020-02-21,345.32528286559364,337.5290832519531
2020-02-24,346.33119366065,323.06353759765625
2020-02-25,345.7024075696784,323.06353759765625
2020-02-26,345.3727391161529,304.74053955078125
2020-02-27,346.3021715190737,312.4554748535156
2020-02-28,347.84855660411847,298.954345703125
2020-03-02,346.2929518286625,297.02557373046875
2020-03-03,298.6496218136409,308.5980224609375
2020-03-04,302.1680550464607,307.6336364746094
2020-03-05,300.05721016984126,312.4554748535156
2020-03-06,301.673656296344,304.74053955078125
2020-03-09,301.6110674378947,299.9186706542969
2020-03-10,298.4106665857325,303.77618408203125
2020-03-11,302.2176501215349,300.883056640625
2020-03-12,300.00315299443406,269.05889892578125
2020-03-13,298.1290366080751,273.8807373046875
2020-03-16,298.8058577056599,257.4864807128906
2020-03-17,296.2883279093833,262.3083190917969
2020-03-18,301.9744273427916,264.237060546875
2020-03-19,300.3988279483278,266.165771484375
2020-03-20,303.13139024858083,304.74053955078125
2020-03-23,305.29504183473523,274.8450927734375
2020-03-24,313.9023376692627,278.70257568359375
2020-03-25,316.7907707240738,301.8474426269531
2020-03-26,321.9477703609621,311.4911193847656
2020-03-27,318.8057314199224,308.5980224609375
2020-03-30,316.5388652067859,300.883056640625
2020-03-31,313.3054744128746,312.4554748535156
2020-04-01,310.75095734968244,306.6692810058594
2020-04-02,306.77341453533313,304.74053955078125
2020-04-03,307.85613884149643,301.8474426269531
2020-04-07,318.2514332067946,317.27734375
2020-04-08,314.8405309050179,317.27734375
2020-04-09,315.4632578935039,315.3066711425781
2020-04-10,320.67949793064645,319.24798583984375
2020-04-13,318.2260757682704,316.2919921875
2020-04-14,324.16268577791,318.2626647949219
2020-04-15,321.5783304197754,318.2626647949219
2020-04-16,323.97987372219836,309.3946533203125
2020-04-17,324.40578601062145,322.2040100097656
2020-04-20,325.4972663753313,317.27734375
2020-04-21,325.22088536479555,314.3213195800781
2020-04-22,311.9476125671974,323.1893310546875
2020-04-23,313.71138740675036,321.2186584472656
2020-04-24,316.76552240652154,318.2626647949219
2020-04-27,316.70931253651173,325.1600036621094
2020-04-28,326.5151427683845,334.0279846191406
2020-04-29,333.53969391147825,335.0133361816406
2020-04-30,331.02149528485404,340.9253234863281
2020-05-05,339.9412924540689,333.04266357421875
2020-05-07,337.4607974717279,327.13067626953125
2020-05-08,335.67040690710036,331.0719909667969
2020-05-11,325.8749287501538,334.0279846191406
2020-05-12,326.4433864775495,336.9840087890625
2020-05-13,324.8892723234138,335.0133361816406
2020-05-14,319.65655360916736,335.9986572265625
2020-05-15,334.1519963264737,331.0719909667969
2020-05-18,333.93864800390196,334.0279846191406
2020-05-19,332.1278049151497,339.94000244140625
2020-05-20,336.004212519506,341.9106750488281
2020-05-21,332.4090894198116,340.9253234863281
2020-05-22,326.9828456970886,335.9986572265625
2020-05-25,328.38483838905734,337.9693298339844
2020-05-26,334.5733398605379,336.9840087890625
2020-05-27,329.42177467236115,335.9986572265625
2020-05-28,325.8551592022648,328.1159973144531
2020-05-29,323.5061983845017,337.9693298339844
2020-06-01,327.301756636846,335.9986572265625
2020-06-02,329.0543233643734,347.8226623535156
2020-06-04,326.3835546148098,354.7200012207031
2020-06-05,354.19335809520663,362.6026611328125
2020-06-08,350.8992770988614,357.6759948730469
2020-06-09,352.5332117364142,361.6173400878906
2020-06-10,354.4143719405749,366.54400634765625
2020-06-11,352.0499727856689,358.66131591796875
2020-06-12,353.81522486432823,352.74932861328125
2020-06-15,352.3076678079559,349.7933349609375
2020-06-16,347.6086931646609,355.705322265625
2020-06-17,351.0440458114432,358.66131591796875
2020-06-18,351.925493119326,355.705322265625
2020-06-19,351.2675771419355,352.74932861328125
2020-06-22,348.27614172361984,350.7786560058594
2020-06-23,352.208515522895,353.7346496582031
2020-06-24,361.3219045860875,347.8226623535156
2020-06-25,346.2363700864083,355.705322265625
2020-06-26,342.9680709981324,362.6026611328125
2020-06-29,343.7454366749996,359.64666748046875
2020-06-30,339.4475316507761,362.6026611328125
2020-07-01,338.37655578276525,366.54400634765625
2020-07-02,333.6510543023987,384.2799987792969
2020-07-03,330.0179214253401,384.2799987792969
2020-07-07,384.4099124182032,374.4266662597656
2020-07-08,382.60245560663213,373.4413146972656
2020-07-09,383.44534445782506,376.3973388671875
2020-07-10,384.7337582548175,377.3826599121094
2020-07-13,386.9032918000933,375.4119873046875
2020-07-14,385.87719645773365,378.36798095703125
2020-07-15,388.4354994086439,380.3386535644531
2020-07-16,376.7085160468975,379.35333251953125
2020-07-17,377.83207295056377,379.35333251953125
2020-07-20,380.63816754939927,384.2799987792969
2020-07-21,384.29901248228106,384.2799987792969
2020-07-22,381.4253994794775,381.3240051269531
2020-07-23,378.38959122436734,382.309326171875
2020-07-24,383.97294506026145,376.3973388671875
2020-07-29,380.7085345693885,377.3826599121094
2020-07-30,383.6943061672949,369.5
2020-07-31,382.8996145603283,376.3973388671875
2020-08-03,384.77418518420956,367.5293273925781
2020-08-04,384.50907255288433,364.5733337402344
2020-08-05,385.1242657500368,373.4413146972656
2020-08-06,383.74720353074497,373.4413146972656
2020-08-07,375.2076940201416,371.4706726074219
2020-08-10,372.92511506290316,372.45599365234375
2020-08-11,372.6929804246894,369.5
2020-08-13,372.4673727973971,371.0
2020-08-14,375.7777281724012,364.0
2020-08-17,372.8679866156333,368.0
2020-08-18,369.67931985625523,372.0
2020-08-19,371.07390379465517,364.0
2020-08-20,368.12264296211964,358.0
2020-08-21,372.606442910259,359.0
2020-08-24,373.570403065398,361.0
2020-08-25,374.8202572503568,356.0
2020-08-26,371.9653650634022,351.0
2020-08-27,371.9836477133288,348.0
2020-08-28,350.3581538186967,343.0
2020-08-29,340.5220788223882,
2020-08-30,341.96787440317667,
2020-08-31,340.90746250139574,
2020-09-01,344.31390271183227,
2020-09-02,338.5917948963308,
2020-09-03,342.04652828965834,
2020-09-04,338.9087818003926,
