Date,TVO.BK_forecast,TVO.BK
2020-01-02,26.021880854255873,26.544832229614258
2020-01-03,25.840422570285256,26.544832229614258
2020-01-06,25.865612399273513,26.070816040039062
2020-01-07,25.834747432105356,26.307825088500977
2020-01-08,25.77441053191952,25.83380889892578
2020-01-09,25.802443120764757,26.070816040039062
2020-01-10,25.845354428880874,26.544832229614258
2020-01-13,26.44379926166693,26.307825088500977
2020-01-14,26.47850312697561,25.5968017578125
2020-01-15,26.370367783820825,25.83380889892578
2020-01-16,26.40552798459634,25.5968017578125
2020-01-17,26.551405288834196,25.83380889892578
2020-01-20,26.543289984924208,26.307825088500977
2020-01-21,26.657292609550957,26.307825088500977
2020-01-22,26.21513868945438,26.307825088500977
2020-01-23,26.264995267835037,26.544832229614258
2020-01-24,26.25620646124832,27.01884651184082
2020-01-27,26.23985052075408,26.544832229614258
2020-01-28,26.31374625725097,26.070816040039062
2020-01-29,26.376278296668744,26.070816040039062
2020-01-30,26.227374015296483,27.2558536529541
2020-01-31,27.080154255750372,27.729869842529297
2020-02-03,26.826477830983894,26.78183937072754
2020-02-04,26.77190567789552,27.01884651184082
2020-02-05,26.931652763696693,27.2558536529541
2020-02-06,26.94345941230368,27.01884651184082
2020-02-07,26.94013014366975,27.729869842529297
2020-02-11,26.930423364027998,27.729869842529297
2020-02-12,27.652044691249138,27.966875076293945
2020-02-13,27.708087113029734,27.966875076293945
2020-02-14,27.558499709656623,27.966875076293945
2020-02-17,27.53866686276657,27.966875076293945
2020-02-18,27.802826262635765,27.729869842529297
2020-02-19,27.839471706101428,27.966875076293945
2020-02-20,27.745963389483144,27.966875076293945
2020-02-21,27.964542648562325,27.966875076293945
2020-02-24,27.77669352113241,27.01884651184082
2020-02-25,27.826180267871475,26.307825088500977
2020-02-26,27.971641383497026,25.35979461669922
2020-02-27,28.022714917960666,27.01884651184082
2020-02-28,28.194318569634788,26.070816040039062
2020-03-02,28.160139603970762,26.070816040039062
2020-03-03,25.855237431380097,26.070816040039062
2020-03-04,25.752673648101364,26.070816040039062
2020-03-05,25.93481756350916,26.307825088500977
2020-03-06,25.814345198140025,26.307825088500977
2020-03-09,25.830404580860076,25.83380889892578
2020-03-10,25.886373996206725,25.122787475585938
2020-03-11,25.73006998605577,25.35979461669922
2020-03-12,25.572160640581547,24.41176414489746
2020-03-13,25.422204328775006,24.41176414489746
2020-03-16,25.44493952560644,22.654117584228516
2020-03-17,25.492605003497676,22.458824157714844
2020-03-18,25.549688409246397,22.361175537109375
2020-03-19,25.71635945574177,22.165884017944336
2020-03-20,25.57539465553616,22.165884017944336
2020-03-23,22.0615994675202,20.7011775970459
2020-03-24,22.25407602324441,20.60352897644043
2020-03-25,22.135147662695914,20.994117736816406
2020-03-26,22.02870278522226,20.994117736816406
2020-03-27,22.124094935359587,21.18941307067871
2020-03-30,21.759056208683248,21.18941307067871
2020-03-31,21.75392758843738,21.97058868408203
2020-04-01,21.818408871196905,21.287057876586914
2020-04-02,21.694295496857958,21.677648544311523
2020-04-03,21.624113056257855,21.677648544311523
2020-04-07,21.30672257115029,22.55647087097168
2020-04-08,21.25675578968776,22.947059631347656
2020-04-09,21.275261793436844,23.337646484375
2020-04-10,21.174826041661728,23.239999771118164
2020-04-13,22.98391997692902,23.43529510498047
2020-04-14,23.084809560722586,24.118824005126953
2020-04-15,23.208960641685835,23.728235244750977
2020-04-16,23.462180524028984,23.044706344604492
2020-04-17,23.307934431732754,23.142353057861328
2020-04-20,23.348142029280268,23.239999771118164
2020-04-21,23.407713021582893,23.239999771118164
2020-04-22,23.239118827044287,23.92352867126465
2020-04-23,23.48400534197894,24.21647071838379
2020-04-24,23.31254845893503,23.92352867126465
2020-04-27,23.39084212366931,23.825881958007812
2020-04-28,23.53908763356919,23.728235244750977
2020-04-29,23.59693693016244,24.021177291870117
2020-04-30,23.689113836676267,23.92352867126465
2020-05-05,23.71931722072085,23.532941818237305
2020-05-07,23.73498281197002,23.239999771118164
2020-05-08,23.766733050629547,23.239999771118164
2020-05-11,24.034637247621568,23.43529510498047
2020-05-12,23.772929510074498,23.825881958007812
2020-05-13,24.03006498059588,23.92352867126465
2020-05-14,24.03316562273931,23.825881958007812
2020-05-15,23.95385362402546,23.825881958007812
2020-05-18,23.764104077472197,24.41176414489746
2020-05-19,23.789565547862118,25.14411735534668
2020-05-20,23.80739223090508,25.388235092163086
2020-05-21,23.816055821988364,24.899999618530273
2020-05-22,23.83490972912968,24.899999618530273
2020-05-25,24.046166501067464,25.14411735534668
2020-05-26,25.11462731343749,26.852941513061523
2020-05-27,24.987812376616,26.608823776245117
2020-05-28,25.064726416107348,26.120588302612305
2020-05-29,25.00178193105325,25.8764705657959
2020-06-01,25.048600400841924,25.8764705657959
2020-06-02,25.10936362527597,26.608823776245117
2020-06-04,25.117235742773875,27.09705924987793
2020-06-05,27.064917563655314,27.09705924987793
2020-06-08,26.915578980844046,26.852941513061523
2020-06-09,26.814422542807986,26.608823776245117
2020-06-10,26.711148430281828,27.09705924987793
2020-06-11,26.795689929571147,27.09705924987793
2020-06-12,26.764847327108367,26.608823776245117
2020-06-15,26.78890496594792,26.852941513061523
2020-06-16,26.857784358602807,26.852941513061523
2020-06-17,26.96402974343781,26.608823776245117
2020-06-18,26.915673581873623,26.852941513061523
2020-06-19,26.748441700236654,26.120588302612305
2020-06-22,26.522729181738008,25.8764705657959
2020-06-23,26.58905786674937,26.608823776245117
2020-06-24,26.51541761036716,26.120588302612305
2020-06-25,26.08770187122046,25.632352828979492
2020-06-26,26.06887861388194,25.388235092163086
2020-06-29,26.211308768088276,25.388235092163086
2020-06-30,26.264499249924356,25.632352828979492
2020-07-01,26.336251464037257,26.608823776245117
2020-07-02,26.513053771277626,26.608823776245117
2020-07-03,26.671676273219,27.82941246032715
2020-07-07,27.923835792966177,27.09705924987793
2020-07-08,27.981873197127264,27.09705924987793
2020-07-09,27.797642165197317,27.585294723510742
2020-07-10,27.43077859677821,27.82941246032715
2020-07-13,27.547540927086548,27.585294723510742
2020-07-14,27.639946510552377,27.09705924987793
2020-07-15,27.692319090821268,27.82941246032715
2020-07-16,27.80753597340439,27.341176986694336
2020-07-17,27.760934831193463,28.31764793395996
2020-07-20,27.815789940555252,27.82941246032715
2020-07-21,27.867729585974157,27.82941246032715
2020-07-22,28.16910637492056,27.585294723510742
2020-07-23,28.14280732970994,28.073530197143555
2020-07-24,28.14337405182037,27.82941246032715
2020-07-29,27.709624368239268,28.31764793395996
2020-07-30,27.764144427222,28.073530197143555
2020-07-31,27.764275031047962,28.561765670776367
2020-08-03,27.85100778463035,29.049999237060547
2020-08-04,27.906100540037933,28.561765670776367
2020-08-05,27.84636142209798,28.561765670776367
2020-08-06,27.88419573468222,28.80588150024414
2020-08-07,28.668504734295798,27.341176986694336
2020-08-10,28.54176776452113,27.82941246032715
2020-08-11,28.36752756067406,26.852941513061523
2020-08-13,28.44108418225081,26.120588302612305
2020-08-14,28.526866811674168,26.852941513061523
2020-08-17,28.563776442809402,26.608823776245117
2020-08-18,28.499322307082377,26.852941513061523
2020-08-19,26.97044057797846,26.608823776245117
2020-08-20,27.220813107139122,26.120588302612305
2020-08-21,27.206304073648194,26.608823776245117
2020-08-24,27.29425952248968,26.608823776245117
2020-08-25,27.18318979918024,26.608823776245117
2020-08-26,27.261208238268377,27.341176986694336
2020-08-27,27.151322788739602,27.585294723510742
2020-08-28,27.713290819165046,26.36470603942871
2020-08-29,26.549642266855848,
2020-08-30,26.60839460681205,
2020-08-31,26.47082186322515,
2020-09-01,26.46206082110814,
2020-09-02,26.383616151889306,
2020-09-03,26.565670353462224,
2020-09-04,26.591680596305913,
