Date,BTS.BK_forecast,BTS.BK
2020-01-02,12.523649413513835,12.666060447692871
2020-01-03,12.519909735947165,12.571538925170898
2020-01-06,12.565454199273354,12.38249397277832
2020-01-07,12.58543798259245,12.760584831237793
2020-01-08,12.604328334268374,12.666060447692871
2020-01-09,12.629742009788433,12.855108261108398
2020-01-10,12.616761371942491,12.666060447692871
2020-01-13,12.631366658216454,12.760584831237793
2020-01-14,12.65179745132459,12.666060447692871
2020-01-15,12.624719024078122,12.666060447692871
2020-01-16,12.63793755330113,12.855108261108398
2020-01-17,12.616638016824062,13.04415225982666
2020-01-20,12.621418073631098,12.855108261108398
2020-01-21,12.667141654243354,12.666060447692871
2020-01-22,12.645157721628799,12.760584831237793
2020-01-23,12.752273208514671,12.855108261108398
2020-01-24,12.757354189128773,12.949629783630371
2020-01-27,12.728332083750939,12.6431303024292
2020-01-28,12.745897080092156,12.451567649841309
2020-01-29,12.747930358336673,12.068443298339844
2020-01-30,12.773795139058784,12.164223670959473
2020-01-31,12.194421567061356,11.972661018371582
2020-02-03,12.182536224765514,11.972661018371582
2020-02-04,12.219898174722976,12.355786323547363
2020-02-05,12.2342836690951,12.260005950927734
2020-02-06,12.268843906551004,12.260005950927734
2020-02-07,12.203245210492918,12.547348976135254
2020-02-11,12.190348520362084,12.355786323547363
2020-02-12,12.394194791212346,12.451567649841309
2020-02-13,12.33344475877964,12.260005950927734
2020-02-14,12.355316038931988,12.164223670959473
2020-02-17,12.356574555248727,12.355786323547363
2020-02-18,12.345676775521637,12.260005950927734
2020-02-19,12.436436498454873,12.355786323547363
2020-02-20,12.426742144663127,12.068443298339844
2020-02-21,12.093568617349439,12.355786323547363
2020-02-24,12.111664281972223,11.685317993164062
2020-02-25,12.121602699175797,11.685317993164062
2020-02-26,12.095801833319843,11.014848709106445
2020-02-27,12.04520413724092,11.11063003540039
2020-02-28,12.101207730219931,10.440160751342773
2020-03-02,12.062630483143485,10.344380378723145
2020-03-03,10.350259517997564,11.014848709106445
2020-03-04,10.331258757307141,11.014848709106445
2020-03-05,10.298747572607363,11.11063003540039
2020-03-06,10.303367738603365,10.919066429138184
2020-03-09,10.250190759703667,10.535942077636719
2020-03-10,10.247980507322682,10.823286056518555
2020-03-11,10.165878449315638,10.440160751342773
2020-03-12,10.482176698913081,9.29078483581543
2020-03-13,10.36210398646914,9.434457778930664
2020-03-16,10.458399716708602,8.237191200256348
2020-03-17,10.435622359572655,8.237191200256348
2020-03-18,10.413119577979108,8.380863189697266
2020-03-19,10.391306256143425,8.428753852844238
2020-03-20,10.297009664780722,9.051331520080566
2020-03-23,9.092812962502215,8.141409873962402
2020-03-24,9.139825022545569,7.901956558227539
2020-03-25,9.285786030810378,8.237191200256348
2020-03-26,9.065130164846634,8.524535179138184
2020-03-27,9.003151335396613,8.572425842285156
2020-03-30,8.9425344441655,8.476644515991211
2020-03-31,8.63245992568661,8.716097831726074
2020-04-01,8.81236786609755,8.524535179138184
2020-04-02,8.740163949539573,8.476644515991211
2020-04-03,8.803878751105888,8.428753852844238
2020-04-07,8.823738086481711,9.673911094665527
2020-04-08,8.821352039022013,9.434457778930664
2020-04-09,8.866469230401098,9.673911094665527
2020-04-10,8.815847629619716,9.865472793579102
2020-04-13,9.93019186296263,10.440160751342773
2020-04-14,10.1206623551433,10.919066429138184
2020-04-15,9.91720089730238,10.535942077636719
2020-04-16,10.035882209090824,10.248598098754883
2020-04-17,10.082701905619777,10.72750473022461
2020-04-20,9.99371869275108,11.014848709106445
2020-04-21,9.957629471804408,10.481088638305664
2020-04-22,10.728818438674125,10.675183296203613
2020-04-23,10.799041260910561,10.675183296203613
2020-04-24,10.991109464499354,10.57813549041748
2020-04-27,10.964579918949166,10.77223014831543
2020-04-28,10.948700860801654,10.966325759887695
2020-04-29,11.176255714357266,10.869277954101562
2020-04-30,11.150706239347443,11.160419464111328
2020-05-05,11.021743800685664,10.966325759887695
2020-05-07,11.197004922904574,11.257467269897461
2020-05-08,11.380795465433364,11.354513168334961
2020-05-11,11.46107061431187,11.451560974121094
2020-05-12,11.452281717355662,11.451560974121094
2020-05-13,11.45139189694346,11.451560974121094
2020-05-14,11.471563201351353,11.257467269897461
2020-05-15,11.24826981532407,11.354513168334961
2020-05-18,11.225333729954,11.354513168334961
2020-05-19,11.220650435196951,11.645654678344727
2020-05-20,11.22222673433257,11.54860782623291
2020-05-21,11.148256890369984,11.54860782623291
2020-05-22,11.201247149689832,11.354513168334961
2020-05-25,11.228579147439348,11.645654678344727
2020-05-26,11.594000632356895,11.645654678344727
2020-05-27,11.676847932169549,11.54860782623291
2020-05-28,11.639084587552002,11.74270248413086
2020-05-29,11.630250981621677,11.74270248413086
2020-06-01,11.637134884255081,11.74270248413086
2020-06-02,11.678155362744446,11.54860782623291
2020-06-04,11.746363668019836,11.451560974121094
2020-06-05,11.516000770638191,11.645654678344727
2020-06-08,11.589729289627204,11.645654678344727
2020-06-09,11.514222747183993,11.54860782623291
2020-06-10,11.663073544468205,11.451560974121094
2020-06-11,11.706752238236184,11.354513168334961
2020-06-12,11.716215932142115,11.354513168334961
2020-06-15,11.72609614206489,10.966325759887695
2020-06-16,10.99166237568803,11.257467269897461
2020-06-17,10.978811581737212,11.160419464111328
2020-06-18,10.983714449927419,11.354513168334961
2020-06-19,10.965986879804468,11.257467269897461
2020-06-22,10.920170052923277,11.160419464111328
2020-06-23,10.959907796916681,11.160419464111328
2020-06-24,10.842106130310643,11.063371658325195
2020-06-25,11.043688565434161,10.869277954101562
2020-06-26,10.961775428721833,10.869277954101562
2020-06-29,10.971747078384194,10.966325759887695
2020-06-30,10.949241254166967,10.966325759887695
2020-07-01,10.889660802242553,10.869277954101562
2020-07-02,10.88366494908623,11.257467269897461
2020-07-03,10.859316515249787,11.257467269897461
2020-07-07,11.25247383736541,11.063371658325195
2020-07-08,11.178551551261092,10.966325759887695
2020-07-09,11.19957582095847,10.966325759887695
2020-07-10,11.228873330571911,10.869277954101562
2020-07-13,11.148399142741415,10.77223014831543
2020-07-14,11.162196549650734,10.57813549041748
2020-07-15,11.181542524707922,10.675183296203613
2020-07-16,10.730751595019694,10.57813549041748
2020-07-17,10.710184583581986,10.675183296203613
2020-07-20,10.732738222540434,10.481088638305664
2020-07-21,10.795133011186849,10.57813549041748
2020-07-22,10.8094239939578,10.481088638305664
2020-07-23,10.681570827234975,10.384041786193848
2020-07-24,10.66750450864952,10.189947128295898
2020-07-29,10.216207549656344,10.43608283996582
2020-07-30,10.17672635194921,10.337628364562988
2020-07-31,10.133004402907014,10.337628364562988
2020-08-03,10.156670472461125,10.140721321105957
2020-08-04,10.110194926203325,10.140721321105957
2020-08-05,10.138010876939864,10.140721321105957
2020-08-06,10.11529250573231,10.140721321105957
2020-08-07,10.101769478126991,9.943814277648926
2020-08-10,10.120934579748742,9.796133995056152
2020-08-11,10.115779208379726,10.43608283996582
2020-08-13,10.103411230582372,10.73144245147705
2020-08-14,10.069766059319011,10.43608283996582
2020-08-17,10.07952580818625,10.239174842834473
2020-08-18,10.069241974098276,10.43608283996582
2020-08-19,10.40617485042294,10.140721321105957
2020-08-20,10.449060474116344,10.140721321105957
2020-08-21,10.354864881480776,10.239174842834473
2020-08-24,10.413541681295985,10.239174842834473
2020-08-25,10.490736619308388,10.239174842834473
2020-08-26,10.424036531155625,10.53453540802002
2020-08-27,10.442958206932135,10.337628364562988
