Date,CPF.BK_forecast,CPF.BK
2020-01-02,26.39011357818866,26.61819076538086
2020-01-03,26.381127377963654,27.097795486450195
2020-01-06,26.33605893372953,26.61819076538086
2020-01-07,26.26638337261528,26.85799217224121
2020-01-08,26.350054751749163,26.85799217224121
2020-01-09,26.349403410015814,28.296812057495117
2020-01-10,26.464104314986926,28.057008743286133
2020-01-13,27.958174033013865,28.296812057495117
2020-01-14,27.967051129999117,28.057008743286133
2020-01-15,27.86256176809541,28.296812057495117
2020-01-16,27.922528833004673,29.01622200012207
2020-01-17,27.82540766570761,29.256027221679688
2020-01-21,27.9352858234258,29.256027221679688
2020-01-22,27.88545544282537,29.01622200012207
2020-01-23,29.05721869555837,29.495830535888672
2020-01-24,28.991957045979365,29.256027221679688
2020-01-27,29.024454737494963,29.01622200012207
2020-01-28,29.005922336824018,27.577404022216797
2020-01-29,28.94180152391594,28.536617279052734
2020-01-30,29.012494794423564,29.01622200012207
2020-01-31,29.032937021711785,28.77642059326172
2020-02-03,28.689649730479793,26.85799217224121
2020-02-04,28.55119239557485,28.296812057495117
2020-02-05,28.584307030070054,28.057008743286133
2020-02-06,28.56306208229864,27.577404022216797
2020-02-07,28.669635332927133,27.81720542907715
2020-02-11,28.47847701459939,27.81720542907715
2020-02-12,28.517853711423754,28.536617279052734
2020-02-13,28.38334583471158,28.296812057495117
2020-02-14,28.48970727890224,27.577404022216797
2020-02-18,28.377175817837905,27.337596893310547
2020-02-19,28.45777783524875,27.81720542907715
2020-02-20,28.547883043405633,27.577404022216797
2020-02-21,28.51744723581992,28.536617279052734
2020-02-24,28.515047531229957,27.337596893310547
2020-02-25,27.271916058964496,27.81720542907715
2020-02-26,27.325145588330606,25.898778915405273
2020-02-27,27.425720848119518,26.61819076538086
2020-02-28,27.47030343493553,25.658973693847656
2020-03-02,27.42674194746469,25.419170379638672
2020-03-03,27.45124983279194,26.37838363647461
2020-03-04,27.37152302861392,26.37838363647461
2020-03-05,26.54288657915213,27.097795486450195
2020-03-06,26.3978620396936,26.37838363647461
2020-03-09,26.545418553624867,23.21297836303711
2020-03-10,26.454093502409382,24.22015380859375
2020-03-11,26.533920241163464,23.69258689880371
2020-03-12,26.49785546314936,20.910865783691406
2020-03-13,26.516619725247903,21.102706909179688
2020-03-16,21.246445799966683,19.951650619506836
2020-03-17,21.195910049876222,19.472042083740234
2020-03-18,21.32580989967428,20.335338592529297
2020-03-19,21.364977711050017,21.006786346435547
2020-03-20,21.13710619400241,22.349685668945312
2020-03-23,20.990415177480685,20.719022750854492
2020-03-24,20.95978718823921,21.58231544494629
2020-03-25,21.402446780284826,22.541528701782227
2020-03-26,21.416727714007713,22.541528701782227
2020-03-27,21.5165561794219,23.21297836303711
2020-03-30,21.43127579115012,23.021135330200195
2020-03-31,21.548462089281106,23.30889892578125
2020-04-01,21.64543747481179,23.30889892578125
2020-04-02,21.843346734846783,24.459957122802734
2020-04-03,24.29113635831133,24.22015380859375
2020-04-07,23.943533448847095,24.939565658569336
2020-04-08,24.01093400656803,24.699758529663086
2020-04-09,23.959924775553098,24.459957122802734
2020-04-13,23.861960878977992,24.699758529663086
2020-04-14,23.76342634326497,25.658973693847656
2020-04-15,23.754103654678715,25.074708938598633
2020-04-16,25.253371039360587,24.58782196044922
2020-04-17,25.26735834077791,26.04848289489746
2020-04-20,25.144793289534388,26.77881622314453
2020-04-21,25.19365003578367,26.291927337646484
2020-04-22,25.168297991558955,27.022260665893555
2020-04-23,25.112628900835762,27.022260665893555
2020-04-24,25.139084854421718,26.77881622314453
2020-04-27,26.770195247936265,27.915185928344727
2020-04-28,26.766292733023267,27.668148040771484
2020-04-29,26.755234034969305,26.92703628540039
2020-04-30,26.564211277632918,26.68000030517578
2020-05-05,26.589370147127987,26.68000030517578
2020-05-07,26.566600989659037,26.68000030517578
2020-05-08,26.525288390353758,26.92703628540039
2020-05-11,26.673073629622895,27.174074172973633
2020-05-12,26.59822962624554,28.162221908569336
2020-05-13,26.833089679091376,27.915185928344727
2020-05-14,27.052208929681107,28.409259796142578
2020-05-15,27.09188764585624,28.409259796142578
2020-05-18,26.94390562617767,28.656295776367188
2020-05-19,27.080585515385614,28.656295776367188
2020-05-20,28.61952521104442,28.656295776367188
2020-05-21,28.668600679659725,28.409259796142578
2020-05-22,28.766281487142027,27.915185928344727
2020-05-26,28.675656825701562,28.656295776367188
2020-05-27,28.743664887346238,30.879629135131836
2020-05-28,28.816087915149634,30.632593154907227
2020-05-29,29.02477538837279,31.126667022705078
2020-06-01,30.97529845966191,31.126667022705078
2020-06-02,30.933190390118845,31.62074089050293
2020-06-04,30.845822954451904,31.867778778076172
2020-06-05,30.818287291857775,32.608890533447266
2020-06-08,30.775654913913208,32.36185073852539
2020-06-09,30.648807645882197,31.62074089050293
2020-06-10,30.76608337652533,30.138519287109375
2020-06-11,29.738979780364716,30.385555267333984
2020-06-12,29.48147678877418,30.138519287109375
2020-06-15,29.489852841575463,29.39740753173828
