Date,PTTEP.BK_forecast,PTTEP.BK
2020-01-02,116.01405338158379,118.88854217529297
2020-01-03,118.44731857047253,121.21969604492188
2020-01-06,121.69312010142768,124.48330688476562
2020-01-07,124.23576026961709,124.01707458496094
2020-01-08,123.13458810475906,124.94953155517578
2020-01-09,123.64818807270686,124.01707458496094
2020-01-10,123.33375617928348,122.6183853149414
2020-01-13,122.43962478600805,122.6183853149414
2020-01-14,122.44634296513476,123.08460998535156
2020-01-15,122.30790188615042,122.15215301513672
2020-01-16,122.30791774154993,122.6183853149414
2020-01-17,122.41365250721077,123.08460998535156
2020-01-20,122.96685103392208,123.08460998535156
2020-01-21,123.54594624967963,122.6183853149414
2020-01-22,122.0902341355522,122.15215301513672
2020-01-23,121.6791646108976,120.2872314453125
2020-01-24,119.8760535144839,119.82100677490234
2020-01-27,118.95045034681974,114.22624969482422
2020-01-28,114.26898436086529,115.62493133544922
2020-01-29,115.65553810331481,117.9560775756836
2020-01-30,118.04100970903096,117.48985290527344
2020-01-31,116.83063860920798,116.0911636352539
2020-02-03,115.73355236596305,116.5573959350586
2020-02-04,116.34671144090349,116.0911636352539
2020-02-05,115.14204980631696,116.0911636352539
2020-02-06,116.56582211243246,117.02362823486328
2020-02-07,117.3729089370263,116.0911636352539
2020-02-11,115.78598265397595,117.02362823486328
2020-02-12,116.83323450716988,118.88854217529297
2020-02-13,118.71054570512398,119.12872314453125
2020-02-14,119.754290552234,119.12872314453125
2020-02-17,118.99107322128711,119.12872314453125
2020-02-18,119.43587111751853,118.64836883544922
2020-02-19,118.87136825941559,120.08943939208984
2020-02-20,119.94399012821016,121.05015563964844
2020-02-21,121.53472775427433,120.56979370117188
2020-02-24,119.98534156562997,115.2858657836914
2020-02-25,115.18190171300964,114.32514953613281
2020-02-26,113.614386831458,109.04121398925781
2020-02-27,109.05850044254089,110.48229217529297
2020-02-28,109.61148053611595,101.83584594726562
2020-03-02,101.84587180612122,102.79656219482422
2020-03-03,104.14283628864919,107.60014343261719
2020-03-04,107.0139889467232,105.67870330810547
2020-03-05,106.19901470771335,105.19834899902344
2020-03-06,105.1696535755123,102.31620788574219
2020-03-09,100.87518650198852,71.81349182128906
2020-03-10,70.5921225248273,67.7304458618164
2020-03-11,69.55389253916333,69.41169738769531
2020-03-12,70.03736133847391,57.6429328918457
2020-03-13,58.26557629699354,63.64740753173828
2020-03-16,63.405546127814496,55.96167755126953
2020-03-17,55.6340443775385,55.72150421142578
2020-03-18,54.37675712288577,54.76078796386719
2020-03-19,51.7407668330289,52.839351654052734
2020-03-20,54.36336686272898,60.765254974365234
2020-03-23,59.56238458908013,53.31970977783203
2020-03-24,54.98819772558566,56.922393798828125
2020-03-25,56.40157131480135,63.64740753173828
2020-03-26,62.664630878070966,64.60812377929688
2020-03-27,64.32237331420599,61.96615219116211
2020-03-30,61.40247091114006,60.52507781982422
2020-03-31,60.03093719673625,64.84830474853516
2020-04-01,63.73779483989881,64.3679428100586
2020-04-02,63.99370939225141,72.2938461303711
2020-04-03,74.26827944596164,75.89652252197266
2020-04-07,76.6157586021985,83.34207153320312
2020-04-08,80.99394786896606,79.49921417236328
2020-04-09,79.07396894880061,76.6170654296875
2020-04-10,75.88061392980792,76.6170654296875
2020-04-13,75.78557632810111,76.37688446044922
2020-04-14,76.48262738647767,77.33760070800781
2020-04-15,76.15928862400102,75.17598724365234
2020-04-16,75.47431771072011,71.09294891357422
2020-04-17,71.8447995171154,73.49473571777344
2020-04-20,72.39360470889928,75.89652252197266
2020-04-21,53.20139051866246,73.25455474853516
2020-04-22,78.6890244232932,71.81349182128906
2020-04-23,74.81237819639085,73.01437377929688
2020-04-24,76.21409402509394,73.25455474853516
2020-04-27,73.13186366082392,73.97509002685547
2020-04-28,67.90674385712106,73.97509002685547
2020-04-29,73.95688712907115,75.17598724365234
2020-04-30,76.50240201769734,81.18045806884766
2020-05-05,80.53487913561649,80.70011138916016
2020-05-07,77.4321888717719,79.259033203125
2020-05-08,82.3132568446593,79.73939514160156
2020-05-11,79.29057541479108,79.73939514160156
2020-05-12,79.50712755788133,80.70011138916016
2020-05-13,80.90905266380821,80.2197494506836
2020-05-14,79.65858039790614,78.53849792480469
2020-05-15,79.9799486538299,80.2197494506836
2020-05-18,80.60903043371559,82.14117431640625
2020-05-19,83.57868563762536,84.54296875
2020-05-20,84.73917142411446,85.02332305908203
2020-05-21,85.25158791901552,85.5036849975586
2020-05-22,85.28816450171635,81.18045806884766
2020-05-25,81.85806207731731,82.14117431640625
2020-05-26,82.07695190405782,83.5822525024414
2020-05-27,83.82333814460294,83.10189056396484
2020-05-28,82.95522905418771,80.94027709960938
2020-05-29,80.69124746135084,80.70011138916016
2020-06-01,81.4707687148338,83.34207153320312
2020-06-02,83.89644135761752,85.5036849975586
2020-06-04,86.3064391189348,89.10636138916016
2020-06-05,89.15954422435972,94.87065887451172
2020-06-08,95.17922606127715,97.51262664794922
2020-06-09,97.19859104497104,91.74832916259766
2020-06-10,92.32294302978401,92.4688720703125
2020-06-11,91.84651632338282,89.82689666748047
2020-06-12,89.0983551124716,87.42511749267578
2020-06-15,87.48150025975313,83.5822525024414
2020-06-16,84.39177608672945,90.30725860595703
2020-06-17,90.87214842584999,90.06707763671875
2020-06-18,90.13892205218461,90.30725860595703
2020-06-19,91.44824508003477,91.74832916259766
2020-06-22,92.02046688431278,91.98851013183594
2020-06-23,91.74290844296723,92.4688720703125
2020-06-24,92.19637686739273,89.10636138916016
2020-06-25,88.34980269477677,87.66529846191406
2020-06-26,87.54355315990772,88.86618041992188
2020-06-29,88.74909362874108,87.66529846191406
2020-06-30,88.36156890239057,88.1456527709961
2020-07-01,88.33689900383503,91.74832916259766
2020-07-02,92.05149515688099,91.98851013183594
