Date,SCC.BK_forecast,SCC.BK
2020-01-02,377.7306520183556,378.0325622558594
2020-01-03,378.8990009641565,371.281982421875
2020-01-06,371.7418609757764,358.7452087402344
2020-01-07,359.6420821923335,364.5314025878906
2020-01-08,365.068482762224,351.9945983886719
2020-01-09,353.7039511411334,357.78082275390625
2020-01-10,358.0946094592621,359.7095642089844
2020-01-13,359.18182842703635,354.8877258300781
2020-01-14,357.2475519511565,353.92333984375
2020-01-15,354.8875422614104,352.958984375
2020-01-16,355.53485105130784,355.8520812988281
2020-01-17,355.45708904607636,357.78082275390625
2020-01-20,358.74292386830564,355.8520812988281
2020-01-21,353.8766479129548,350.0658874511719
2020-01-22,350.9498328325485,346.2083740234375
2020-01-23,344.96312517268564,351.0302429199219
2020-01-24,350.052538881938,350.0658874511719
2020-01-27,348.2876106226394,340.42218017578125
2020-01-28,339.50980090380887,332.7072448730469
2020-01-29,333.3759614906926,342.3509216308594
2020-01-30,343.2427217605138,343.3153076171875
2020-01-31,344.1207710791388,345.2440185546875
2020-02-03,344.63462755845734,345.2440185546875
2020-02-04,345.9173745585614,351.0302429199219
2020-02-05,351.1901021369748,348.13714599609375
2020-02-06,350.59261112601865,351.9945983886719
2020-02-07,352.26833296734316,351.0302429199219
2020-02-11,351.95062723814084,353.92333984375
2020-02-12,354.62495452625245,354.8877258300781
2020-02-13,355.8680295367905,351.9945983886719
2020-02-14,351.5510210447489,354.8877258300781
2020-02-17,355.5330156224659,352.958984375
2020-02-18,351.98178663297614,351.0302429199219
2020-02-19,350.7711252612498,349.10150146484375
2020-02-20,348.5131286649214,343.3153076171875
2020-02-21,344.2716214500529,337.5290832519531
2020-02-24,338.1131639505514,323.06353759765625
2020-02-25,323.2037330931778,323.06353759765625
2020-02-26,324.61237047919616,304.74053955078125
2020-02-27,305.4316036920987,312.4554748535156
2020-02-28,314.5577035511639,298.954345703125
2020-03-02,298.3644773665263,297.02557373046875
2020-03-03,297.1953923323362,308.5980224609375
2020-03-04,310.64969401717184,307.6336364746094
2020-03-05,308.7328520621598,312.4554748535156
2020-03-06,309.84964496830077,304.74053955078125
2020-03-09,305.55859555233536,299.9186706542969
2020-03-10,299.2267630815321,303.77618408203125
2020-03-11,306.3520952103849,300.883056640625
2020-03-12,302.6022323164765,269.05889892578125
2020-03-13,267.9033326522064,273.8807373046875
2020-03-16,272.2284743443132,257.4864807128906
2020-03-17,257.6153189961933,262.3083190917969
2020-03-18,261.37620958345906,264.237060546875
2020-03-19,261.4009420255223,266.165771484375
2020-03-20,268.0253031096047,304.74053955078125
2020-03-23,304.15358490158155,274.8450927734375
2020-03-24,278.22084349393236,278.70257568359375
2020-03-25,279.0714805228037,301.8474426269531
2020-03-26,302.2618624811394,311.4911193847656
2020-03-27,311.8791149077247,308.5980224609375
2020-03-30,308.61040271491726,300.883056640625
2020-03-31,302.47682085449236,312.4554748535156
2020-04-01,311.5644555398371,306.6692810058594
2020-04-02,304.85653370082156,304.74053955078125
2020-04-03,306.9104489878752,301.8474426269531
2020-04-07,301.0191157882829,317.27734375
2020-04-08,316.26917442951253,317.27734375
2020-04-09,314.05324893771757,315.3066711425781
2020-04-10,315.26263934781986,319.24798583984375
2020-04-13,319.0352716978474,316.2919921875
2020-04-14,317.819410905773,318.2626647949219
2020-04-15,318.2639047642052,318.2626647949219
2020-04-16,319.14026542653636,309.3946533203125
2020-04-17,306.3071514946524,322.2040100097656
2020-04-20,321.36949023545947,317.27734375
2020-04-21,316.8574149619182,314.3213195800781
2020-04-22,311.57931625858834,323.1893310546875
2020-04-23,321.7986295909498,321.2186584472656
2020-04-24,321.52045007437965,318.2626647949219
2020-04-27,318.3899011291788,325.1600036621094
2020-04-28,325.4768103248535,334.0279846191406
2020-04-29,333.42624567501895,335.0133361816406
2020-04-30,334.08202268109056,340.9253234863281
2020-05-05,338.4122820125923,333.04266357421875
2020-05-07,333.04657983606006,327.13067626953125
2020-05-08,327.5939725000014,331.0719909667969
2020-05-11,330.48338761880706,334.0279846191406
2020-05-12,334.1688579627568,336.9840087890625
2020-05-13,334.8688381447751,335.0133361816406
2020-05-14,334.56998345924643,335.9986572265625
2020-05-15,335.03034094199165,331.0719909667969
2020-05-18,331.75979476722006,334.0279846191406
2020-05-19,335.9156293234798,339.94000244140625
2020-05-20,340.3905077900919,341.9106750488281
2020-05-21,341.9871392594149,340.9253234863281
2020-05-22,340.5715337861987,335.9986572265625
2020-05-25,335.7329148870175,337.9693298339844
2020-05-26,338.20014174361063,336.9840087890625
2020-05-27,337.0885130304281,335.9986572265625
2020-05-28,334.3483236656559,328.1159973144531
2020-05-29,330.72473662506843,337.9693298339844
2020-06-01,337.3153803615026,335.9986572265625
2020-06-02,337.3074335732933,347.8226623535156
2020-06-04,346.8339586515373,354.7200012207031
2020-06-05,352.1681960341565,362.6026611328125
2020-06-08,361.06753459040704,357.6759948730469
2020-06-09,359.6655207287861,361.6173400878906
2020-06-10,363.2837969985932,366.54400634765625
2020-06-11,367.97778903068905,358.66131591796875
2020-06-12,356.3847561704325,352.74932861328125
2020-06-15,352.4285358078517,349.7933349609375
2020-06-16,347.30902594870867,355.705322265625
2020-06-17,356.4004357260422,358.66131591796875
2020-06-18,357.58078829601584,355.705322265625
2020-06-19,354.97600041177213,352.74932861328125
2020-06-22,351.06256709879045,350.7786560058594
2020-06-23,353.8028886854203,353.7346496582031
2020-06-24,353.4167888012543,347.8226623535156
2020-06-25,349.62622001735474,355.705322265625
2020-06-26,356.03625876488655,362.6026611328125
2020-06-29,362.03185811387107,359.64666748046875
2020-06-30,358.2083595942666,362.6026611328125
2020-07-01,362.5111191348862,366.54400634765625
2020-07-02,366.2409584035231,384.2799987792969
2020-07-03,383.5564161462189,384.2799987792969
2020-07-07,383.91895777277114,374.4266662597656
2020-07-08,373.8699851739108,373.4413146972656
2020-07-09,374.1781688271756,376.3973388671875
2020-07-10,376.52297700863664,377.3826599121094
2020-07-13,376.6725896599758,375.4119873046875
2020-07-14,374.103901971255,378.36798095703125
2020-07-15,378.2730965287757,380.3386535644531
2020-07-16,378.38242265308014,379.35333251953125
2020-07-17,379.9010496397853,379.35333251953125
2020-07-20,379.8137992377954,384.2799987792969
2020-07-21,383.5224721402793,384.2799987792969
2020-07-22,384.7558046818009,381.3240051269531
2020-07-23,381.0069304106175,382.309326171875
2020-07-24,382.3364317624867,376.3973388671875
2020-07-29,376.7394112990102,377.3826599121094
2020-07-30,380.2365643969835,369.5
2020-07-31,367.4689355157873,376.3973388671875
2020-08-03,375.6216093670161,367.5293273925781
2020-08-04,368.7169425064276,364.5733337402344
2020-08-05,367.2680072112874,373.4413146972656
2020-08-06,375.03945084865984,373.4413146972656
2020-08-07,376.6990087292156,371.4706726074219
2020-08-10,369.1872903995122,372.45599365234375
2020-08-11,370.5894696037103,369.5
2020-08-13,370.5553200452781,371.0
2020-08-14,371.9534390712312,364.0
2020-08-17,364.8317090955487,368.0
2020-08-18,368.8688437429425,372.0
2020-08-19,374.0860741681739,364.0
2020-08-20,363.3289946078098,358.0
2020-08-21,359.02636984516147,359.0
2020-08-24,358.29489282540925,361.0
2020-08-25,361.4357980619961,356.0
2020-08-26,355.92737150400666,351.0
2020-08-27,353.14107379287594,348.0
2020-08-28,350.0913129928553,343.0
2020-08-29,342.2065058232175,
