Date,SCC.BK_forecast,SCC.BK
2020-08-04,379.2876257448287,364.5733337402344
2020-08-05,381.09193210279324,373.4413146972656
2020-08-06,382.03001583953323,373.4413146972656
2020-08-07,376.23132420320405,371.4706726074219
2020-08-10,374.32146298072934,372.45599365234375
2020-08-11,372.01877394981665,369.5
2020-08-13,373.60203284686304,371.0
2020-08-14,373.97340800059214,364.0
2020-08-17,372.780763945227,368.0
2020-08-18,373.27251395256576,372.0
2020-08-19,373.00938117068347,364.0
2020-08-20,371.74174297607766,358.0
2020-08-21,374.92736889166565,359.0
2020-08-24,372.9375075645169,361.0
2020-08-25,373.223216605642,356.0
2020-08-26,372.6581946835423,351.0
2020-08-27,372.83856802441096,348.0
2020-08-28,349.4116285692572,343.0
2020-08-29,342.3540622091101,
2020-08-30,342.8807998020038,
2020-08-31,343.74383721259477,
2020-09-01,343.1650920929684,
2020-09-02,342.39085330225856,
2020-09-03,341.9707119155657,
2020-09-04,343.4716909338601,
