Date,SCC.BK_forecast,SCC.BK
2020-07-24,375.9237565777718,376.3973388671875
2020-07-29,376.7394112990102,377.3826599121094
2020-07-30,379.3478977108014,369.5
2020-07-31,377.8344177732652,376.3973388671875
2020-08-03,378.5204966399942,367.5293273925781
2020-08-04,378.0387800651527,364.5733337402344
2020-08-05,380.5819194619638,373.4413146972656
2020-08-06,381.49814041807974,373.4413146972656
2020-08-07,376.6990087292156,371.4706726074219
2020-08-10,375.75571152751394,372.45599365234375
2020-08-11,373.3228845088464,369.5
2020-08-13,375.5429745992384,371.0
2020-08-14,376.427098840432,364.0
2020-08-17,374.6750810100585,368.0
2020-08-18,375.4975859614081,372.0
2020-08-19,374.0860741681739,364.0
2020-08-20,372.72160996376243,358.0
2020-08-21,374.21912578378243,359.0
2020-08-24,372.8471324376477,361.0
2020-08-25,373.2007976528787,356.0
2020-08-26,372.94640337616556,351.0
2020-08-27,373.0620918988007,348.0
2020-08-28,350.0913129928553,343.0
2020-08-29,342.2065058232175,
2020-08-30,342.8694366843717,
2020-08-31,343.8509606530946,
2020-09-01,344.04938932151,
2020-09-02,344.2580525524685,
2020-09-03,344.06118153480315,
2020-09-04,344.8311775940803,
