Date,Forcast,Actuals
2020-06-04,82.91819342983581,89.10636138916016
2020-06-05,85.08714974666327,94.87065887451172
2020-06-08,91.75375893426462,97.5126266479492
2020-06-09,90.69020134846869,91.74832916259764
2020-06-10,92.51543216147547,92.46887207031249
2020-06-11,94.2086633239087,89.82689666748045
2020-06-12,94.83586794356961,87.42511749267577
2020-06-15,93.11741632166013,83.5822525024414
2020-06-16,96.23196716978418,90.30725860595703
2020-06-17,90.65433111343373,90.06707763671875
2020-06-18,88.7406911726357,90.30725860595703
2020-06-19,90.25361172065459,91.74832916259764
2020-06-22,90.5298918440676,91.98851013183592
2020-06-23,90.78744371352514,92.46887207031249
2020-06-24,89.70422401958058,89.10636138916016
2020-06-25,91.67353062505572,87.66529846191406
2020-06-26,89.06355526925836,88.86618041992188
2020-06-29,86.91240934284724,87.66529846191406
2020-06-30,88.94489182411417,88.14565277099608
2020-07-01,89.10245093602862,91.74832916259764
2020-07-02,89.28398963266955,91.98851013183592
2020-07-03,88.64372384682792,91.50815582275389
2020-07-07,90.32998948038221,91.74832916259764
2020-07-08,88.51408441678359,89.10636138916016
2020-07-09,87.16413421799007,88.86618041992188
2020-07-10,88.68086693792065,87.42511749267577
2020-07-13,88.7491598229899,88.14565277099608
2020-07-14,88.88838724916786,88.86618041992188
2020-07-15,88.57843080844759,91.50815582275389
2020-07-16,89.85206721012946,89.82689666748045
2020-07-17,89.48645689725527,90.30725860595703
2020-07-20,88.13450466858194,90.06707763671875
2020-07-21,90.07399190249271,92.70905303955077
2020-07-22,90.62147351761087,90.30725860595703
