Date,Actuals,Forcast
2020-01-02,12.666060447692871,12.238150129730442
2020-01-03,12.571538925170898,12.216804879826583
2020-01-06,12.382493972778319,12.182719405638473
2020-01-07,12.760584831237791,12.186396838367493
2020-01-08,12.666060447692871,12.162347430117492
2020-01-09,12.855108261108398,12.16796028052569
2020-01-10,12.666060447692871,12.185262858922108
2020-01-13,12.760584831237791,12.198287621607072
2020-01-14,12.666060447692871,12.22939622582782
2020-01-15,12.666060447692871,12.237308341307795
2020-01-16,12.855108261108398,12.260890243921416
2020-01-17,13.04415225982666,12.26422678712391
2020-01-20,12.855108261108398,12.292140769496065
2020-01-21,12.666060447692871,12.331474551006863
2020-01-22,12.760584831237791,12.366682177860866
2020-01-23,12.855108261108398,12.39689681669062
2020-01-24,12.949629783630371,12.395559694915143
2020-01-27,12.6431303024292,12.424784362732147
2020-01-28,12.45156764984131,12.435808312604273
2020-01-29,12.068443298339842,12.462084633863277
2020-01-30,12.164223670959473,12.450534044457314
2020-01-31,11.972661018371582,12.420738212760149
2020-02-03,11.972661018371582,12.360502337729976
2020-02-04,12.355786323547362,12.29308969462705
2020-02-05,12.260005950927736,12.223130815468842
2020-02-06,12.260005950927736,12.169436540883424
2020-02-07,12.547348976135254,12.143054474301906
2020-02-11,12.355786323547362,12.089443682865841
2020-02-12,12.45156764984131,12.092045574354024
2020-02-13,12.260005950927736,12.071716731793543
2020-02-14,12.164223670959473,12.079160645944228
2020-02-17,12.355786323547362,12.057367369805505
2020-02-18,12.260005950927736,12.056612542996767
2020-02-19,12.355786323547362,12.02381827485199
2020-02-20,12.068443298339842,12.036496582467137
2020-02-21,12.355786323547362,12.00909810854224
2020-02-24,11.685317993164062,12.019511935731174
2020-02-25,11.685317993164062,11.993136130385857
2020-02-26,11.014848709106445,11.994053749335833
2020-02-27,11.11063003540039,11.936556817297365
2020-02-28,10.440160751342773,11.854856728875504
2020-03-02,10.344380378723145,11.750260691050542
2020-03-03,11.014848709106445,11.595359794503914
2020-03-04,11.014848709106445,11.449956497582065
2020-03-05,11.11063003540039,11.272853257464881
2020-03-06,10.919066429138184,11.221884012012943
2020-03-09,10.535942077636719,11.069735972316245
2020-03-10,10.823286056518555,11.05177109426829
2020-03-11,10.440160751342773,10.918145878334393
2020-03-12,9.29078483581543,10.877775514385789
2020-03-13,9.434457778930664,10.76478802866498
2020-03-16,8.237191200256348,10.70800209478184
2020-03-17,8.237191200256348,10.497404023758222
2020-03-18,8.380863189697266,10.33013162017032
2020-03-19,8.428753852844238,10.060938813694236
2020-03-20,9.051331520080566,9.786396824423328
2020-03-23,8.141409873962402,9.57489087415049
2020-03-24,7.901956558227539,9.378502330839744
2020-03-25,8.237191200256348,9.248784821988501
2020-03-26,8.524535179138184,9.058767434359247
2020-03-27,8.572425842285156,8.89062680601807
2020-03-30,8.476644515991211,8.792196694465773
2020-03-31,8.716097831726074,8.691559844998899
2020-04-01,8.524535179138184,8.644466304755696
2020-04-02,8.476644515991211,8.595917374942097
2020-04-03,8.428753852844238,8.597883403109371
2020-04-07,9.673911094665527,8.579579722613623
2020-04-08,9.434457778930664,8.586757882072199
2020-04-09,9.673911094665527,8.683056390544337
2020-04-10,9.865472793579102,8.818901562558125
2020-04-13,10.440160751342773,8.939163909052176
2020-04-14,10.919066429138184,9.12478034332468
2020-04-15,10.535942077636719,9.314313528687684
2020-04-16,10.248598098754883,9.599036983715159
2020-04-17,10.72750473022461,9.815464265642383
2020-04-20,11.014848709106445,10.069721936699132
2020-04-21,10.481088638305664,10.225751247147855
2020-04-22,10.675183296203613,10.497558467584525
2020-04-23,10.675183296203613,10.624157185114505
2020-04-24,10.57813549041748,10.829996716624976
2020-04-27,10.77223014831543,10.894857558129331
2020-04-28,10.966325759887695,11.042686040539898
2020-04-29,10.869277954101562,11.079215483925331
2020-04-30,11.160419464111328,11.209364322381568
2020-05-05,10.966325759887695,11.23920259134632
2020-05-07,11.257467269897461,11.34398298779277
2020-05-08,11.354513168334961,11.377574520013873
2020-05-11,11.451560974121094,11.453210949021027
2020-05-12,11.451560974121094,11.50728368055018
2020-05-13,11.451560974121094,11.569566284125337
2020-05-14,11.257467269897461,11.626089941780926
2020-05-15,11.354513168334961,11.66234249938767
2020-05-18,11.354513168334961,11.706205241750894
2020-05-19,11.645654678344727,11.707861686572649
2020-05-20,11.54860782623291,11.73318977839358
2020-05-21,11.54860782623291,11.742251178562988
2020-05-22,11.354513168334961,11.782101164213955
2020-05-25,11.645654678344727,11.776376307247041
2020-05-26,11.645654678344727,11.795288023347247
2020-05-27,11.54860782623291,11.779504838269062
2020-05-28,11.74270248413086,11.811560976234972
2020-05-29,11.74270248413086,11.786853442490902
2020-06-01,11.74270248413086,11.81487804003595
2020-06-02,11.54860782623291,11.805209995647907
2020-06-04,11.451560974121094,11.822976601216148
2020-06-05,11.645654678344727,11.812957231907909
2020-06-08,11.645654678344727,11.804600568657627
2020-06-09,11.54860782623291,11.775580434556538
2020-06-10,11.451560974121094,11.778402165004685
2020-06-11,11.354513168334961,11.745916784512517
2020-06-12,11.354513168334961,11.737519075380469
2020-06-15,10.966325759887695,11.686823932935575
2020-06-16,11.257467269897461,11.65724028757635
2020-06-17,11.160419464111328,11.596950844192008
2020-06-18,11.354513168334961,11.54410461926544
2020-06-19,11.257467269897461,11.489423852131829
2020-06-22,11.160419464111328,11.444644186511539
2020-06-23,11.160419464111328,11.412532393112727
2020-06-24,11.063371658325195,11.369525353030376
2020-06-25,10.869277954101562,11.329843029371027
2020-06-26,10.869277954101562,11.283283085590774
