Date,Trend(VAR) Percent Error,Trend(CNN-LSTM) Percent Error
2020-01-02,,
2020-01-03,,
2020-01-06,,
2020-01-07,,
2020-01-08,,
2020-01-09,,
2020-01-10,1.2153223403797133,1.5376170844471329
2020-01-13,0.7713869459733483,1.2481602433642784
2020-01-14,0.12683124468329632,0.5888326421683316
2020-01-15,0.647075181351031,0.3120963184408953
2020-01-16,1.466781172995014,0.23713856498028485
2020-01-17,1.882182723594426,0.41500490861948797
2020-01-20,2.200347617789056,0.4185101773374179
2020-01-21,2.8095224607473672,0.6834610087508763
2020-01-22,2.5688222361966346,0.8559613355449879
2020-01-23,1.7776188201328333,0.584542860338862
2020-01-24,0.8942156313710851,0.15485516998750024
2020-01-27,0.14255945466241413,0.155158285067113
2020-01-28,0.22352989181895752,0.01098962821603355
2020-01-29,0.35775136167130583,0.39351640367903884
2020-01-30,1.1788116091373915,0.095172283088353
2020-01-31,1.426076898242472,0.4250531580675237
2020-02-03,1.1506486525552222,0.17955101804422283
2020-02-04,0.7700263994667196,0.14882836210395237
2020-02-05,0.7560773139957971,0.0056196994701903395
2020-02-06,0.8083560193946092,0.13270041728867701
2020-02-07,1.2044195210394328,0.6349037399582097
2020-02-11,0.9392278922079953,0.5356697928552608
2020-02-12,0.7804117731411707,0.42845884097780956
2020-02-13,1.0879801045515671,0.8819270549571672
2020-02-14,1.2452699120700028,1.2867465072409447
2020-02-17,1.257304036153779,1.6598432406378458
2020-02-18,1.3183472134855507,1.9296797352403072
2020-02-19,1.1252179278197447,1.9741693947853756
2020-02-20,0.9666654386647431,2.0158031251915025
2020-02-21,0.8399347609034457,2.119784520298934
2020-02-24,0.15198460671911215,1.8513053743360013
2020-02-25,0.9038106950547742,1.2752339733267362
2020-02-26,2.4808358708281912,0.21723744801875866
2020-02-27,3.0641201684228183,0.13745728919888026
2020-02-28,4.3127198418375094,0.5284061908484677
2020-03-02,5.588702452068,1.2189261420464619
2020-03-03,5.701758447957106,1.8094837682103408
2020-03-04,5.247639002791647,1.6967414329227568
2020-03-05,4.286405225954247,0.9600595095604012
2020-03-06,2.6853889077576643,0.2380550234138221
2020-03-09,2.294659598079119,0.40124893381911153
2020-03-10,1.7345324253203147,0.6718668777974041
2020-03-11,0.9595947740374191,1.0624425094763699
2020-03-12,1.564325291235103,0.9888229629398553
2020-03-13,2.195947192404889,1.5156740657648633
2020-03-16,4.002425814390204,0.7388884604947513
2020-03-17,6.107398948962782,0.26147313213096324
2020-03-18,7.972118197734475,0.7169605143599386
2020-03-19,9.579623960748764,1.0360179427174767
2020-03-20,11.466581976157176,1.6136291742494622
2020-03-23,12.00780822442603,2.4550647126691363
2020-03-24,12.733585365058309,3.697362467892442
2020-03-25,11.756388906297666,3.692133114693224
2020-03-26,10.589949222676525,3.7154270785073655
2020-03-27,9.263376807094659,3.398591422632522
2020-03-30,7.683779431076005,3.2266546279476143
2020-03-31,5.495966197532544,2.287042004639894
2020-04-01,4.811928742012525,1.215967580852742
2020-04-02,3.623577912782109,0.82862113670685
2020-04-03,2.8115594280137293,0.55541228580387
2020-04-07,1.3608045475624813,0.3291116262885823
2020-04-08,0.1828958871243592,0.998608912468423
2020-04-09,1.9276006396164516,1.845614462409637
2020-04-10,3.0428537013956554,2.3888444654745
2020-04-13,3.5116990097149983,3.1494081846876862
2020-04-14,4.071949814398546,3.937053918616261
2020-04-15,4.368938080769463,4.495261136551533
2020-04-16,3.6972890331881585,4.15793508867851
2020-04-17,2.8764098163967198,3.470363414540092
2020-04-20,1.8217666747636536,2.773536989270227
2020-04-21,0.8218548495007142,2.1729554585887905
2020-04-22,1.1146503151440228,1.7600258232667716
2020-04-23,1.1526836240425877,1.38572080201186
2020-04-24,1.259890719618118,0.9630830825082575
2020-04-27,1.7053694719903134,0.9268586458155618
2020-04-28,2.027446421237218,0.7538096991277045
2020-04-29,2.445569164890061,0.8159086082569714
2020-04-30,2.776575745930499,0.7390228165022948
2020-05-05,2.1027014638369415,0.015681972483806227
2020-05-07,1.122307644503776,0.6976210036257234
2020-05-08,0.3662715601610882,1.4156653655235212
2020-05-11,0.2181228937437452,1.9451608266560667
2020-05-12,0.5073521412848181,2.082171693301591
2020-05-13,0.9551777061160103,2.279951725606711
2020-05-14,1.40787962310488,2.598877779838572
2020-05-15,1.1164343061829185,2.6633485340218668
2020-05-18,0.3417779364295839,2.262001582204994
2020-05-19,0.8170077672776243,1.4081321958220905
2020-05-20,1.9994528115070365,0.550657180959667
2020-05-21,2.649059159334495,0.1910234831154122
2020-05-22,3.267323945151472,0.07941838338718872
2020-05-25,4.065517099782406,0.49749244475506166
2020-05-26,4.910027735904421,1.9000374655547665
2020-05-27,5.281234109547861,2.5517176825052155
2020-05-28,4.968719299465084,2.6374392728913474
2020-05-29,4.365953892373846,2.4600447202019016
2020-06-01,3.982701614117633,2.5378082699197746
2020-06-02,3.974893007842643,2.9433597820113895
2020-06-04,4.088370525317457,3.44355836928036
2020-06-05,3.186621880427619,3.144461588294397
2020-06-08,2.3598566251141873,2.9368787435920187
2020-06-09,1.6946854488064016,2.8607788066523896
2020-06-10,1.4135426393949542,3.1668772099901696
2020-06-11,1.1115913297652453,3.5189078712226154
2020-06-12,0.14894555434622217,3.2324955345627515
2020-06-15,0.9414296627985933,2.7434737934481657
2020-06-16,0.9779117033170662,2.350492044432506
2020-06-17,1.0816273014650561,2.2365201192390547
2020-06-18,0.9345090940325463,2.2891272872297126
2020-06-19,1.4085419607412244,1.6760419608262114
2020-06-22,1.9223992341573153,1.0326400520028904
