Date,PTTEP.BK_forecast,PTTEP.BK
2020-06-26,88.22910956607201,88.86618041992188
2020-06-29,88.13143890640342,87.66529846191406
2020-06-30,88.58123360960404,88.1456527709961
2020-07-01,88.52741727680566,91.74832916259766
2020-07-02,88.77691599381465,91.98851013183594
2020-07-03,88.39943741024675,91.5081558227539
2020-07-07,92.11632355455677,91.74832916259766
2020-07-08,92.22899199298232,89.10636138916016
2020-07-09,91.89344879875333,88.86618041992188
2020-07-10,91.76307415396059,87.42511749267578
2020-07-13,91.80695842540968,88.1456527709961
2020-07-14,91.98322827533354,88.86618041992188
2020-07-15,91.94788229455095,91.5081558227539
2020-07-16,92.27253712231537,89.82689666748047
2020-07-17,92.54685655081586,90.30725860595703
2020-07-20,92.26707675034625,90.06707763671875
2020-07-21,92.19394507650416,92.70905303955078
2020-07-22,91.82050485490969,90.30725860595703
