Date,BTS.BK_forecast,BTS.BK
2020-01-02,12.58758372350243,12.666060447692871
2020-01-03,12.622521466013474,12.571538925170898
2020-01-06,12.671632597165077,12.38249397277832
2020-01-07,12.69635522910343,12.760584831237793
2020-01-08,12.782457673686821,12.666060447692871
2020-01-09,12.727003314926723,12.855108261108398
2020-01-10,12.797041385728749,12.666060447692871
2020-01-13,12.619319697726382,12.760584831237793
2020-01-14,12.519986834301033,12.666060447692871
2020-01-15,12.567284614304706,12.666060447692871
2020-01-16,12.528589770654579,12.855108261108398
2020-01-17,12.537724970847087,13.04415225982666
2020-01-20,12.52329179636219,12.855108261108398
2020-01-21,12.576114772873362,12.666060447692871
2020-01-22,12.614316043171003,12.760584831237793
2020-01-23,12.715838132918131,12.855108261108398
2020-01-24,12.791855461376406,12.949629783630371
2020-01-27,12.673140464652912,12.6431303024292
2020-01-28,12.594954984105096,12.451567649841309
2020-01-29,12.57567274411195,12.068443298339844
2020-01-30,12.583928690262177,12.164223670959473
2020-01-31,12.040401644136619,11.972661018371582
2020-02-03,12.050486830016432,11.972661018371582
2020-02-04,12.08587728923054,12.355786323547363
2020-02-05,12.040387729962612,12.260005950927734
2020-02-06,12.120535984650717,12.260005950927734
2020-02-07,12.237811828315335,12.547348976135254
2020-02-11,12.217905278466995,12.355786323547363
2020-02-12,12.408220639884238,12.451567649841309
2020-02-13,12.295996377576522,12.260005950927734
2020-02-14,12.273025114434253,12.164223670959473
2020-02-17,12.203973257199644,12.355786323547363
2020-02-18,12.143376518819823,12.260005950927734
2020-02-19,12.27517358816018,12.355786323547363
2020-02-20,12.28975555162203,12.068443298339844
2020-02-21,12.168164449200946,12.355786323547363
2020-02-24,12.222152825747878,11.685317993164062
2020-02-25,12.254256996786378,11.685317993164062
2020-02-26,12.365727150220327,11.014848709106445
2020-02-27,12.339428906197746,11.11063003540039
2020-02-28,12.356147491056257,10.440160751342773
2020-03-02,12.229782632351185,10.344380378723145
2020-03-03,10.32567330913518,11.014848709106445
2020-03-04,10.386268714486997,11.014848709106445
2020-03-05,10.372397062567382,11.11063003540039
2020-03-06,10.407373935123411,10.919066429138184
2020-03-09,10.308775529050488,10.535942077636719
2020-03-10,10.370081015096522,10.823286056518555
2020-03-11,10.287951822431,10.440160751342773
2020-03-12,10.327557475593268,9.29078483581543
2020-03-13,10.17734988037139,9.434457778930664
2020-03-16,10.226115882390863,8.237191200256348
2020-03-17,10.20240599064202,8.237191200256348
2020-03-18,10.05598397927785,8.380863189697266
2020-03-19,10.122530259590059,8.428753852844238
2020-03-20,9.976381146039456,9.051331520080566
2020-03-23,9.038547834582891,8.141409873962402
2020-03-24,9.040579960197723,7.901956558227539
2020-03-25,9.08102620545299,8.237191200256348
2020-03-26,8.92284915915418,8.524535179138184
2020-03-27,8.867297043343022,8.572425842285156
2020-03-30,8.737259223763587,8.476644515991211
2020-03-31,8.57172541972723,8.716097831726074
2020-04-01,8.926967664958367,8.524535179138184
2020-04-02,8.844838917538873,8.476644515991211
2020-04-03,8.719837302893263,8.428753852844238
2020-04-07,8.623519299657957,9.673911094665527
2020-04-08,8.428727211425727,9.434457778930664
2020-04-09,8.223408725511176,9.673911094665527
2020-04-10,8.004825053508906,9.865472793579102
2020-04-13,9.983630488414166,10.440160751342773
2020-04-14,10.5380572947559,10.919066429138184
2020-04-15,9.997832222157463,10.535942077636719
2020-04-16,10.565948916319716,10.248598098754883
2020-04-17,10.579908174052031,10.72750473022461
2020-04-20,10.403018490161342,11.014848709106445
2020-04-21,10.46778691666194,10.481088638305664
2020-04-22,10.99059019429969,10.675183296203613
2020-04-23,11.0894667021579,10.675183296203613
2020-04-24,11.018528031878628,10.57813549041748
2020-04-27,10.925954078355776,10.77223014831543
2020-04-28,11.030914864718563,10.966325759887695
2020-04-29,11.512475062350052,10.869277954101562
2020-04-30,11.261947687927307,11.160419464111328
2020-05-05,10.756143974746536,10.966325759887695
2020-05-07,10.912831225635303,11.257467269897461
2020-05-08,11.212851831019373,11.354513168334961
2020-05-11,11.14349739061373,11.451560974121094
2020-05-12,11.209724597799672,11.451560974121094
2020-05-13,11.182343177888328,11.451560974121094
2020-05-14,11.308283001284979,11.257467269897461
2020-05-15,11.245875062659444,11.354513168334961
2020-05-18,10.977640538965277,11.354513168334961
2020-05-19,11.113919390656466,11.645654678344727
2020-05-20,11.242224173381627,11.54860782623291
2020-05-21,10.868348225611363,11.54860782623291
2020-05-22,10.855260155130376,11.354513168334961
2020-05-25,10.963348680254532,11.645654678344727
2020-05-26,11.620565104866287,11.645654678344727
2020-05-27,11.596741306162308,11.54860782623291
2020-05-28,11.345638077443978,11.74270248413086
2020-05-29,11.297712116104181,11.74270248413086
2020-06-01,11.302629815318316,11.74270248413086
2020-06-02,11.081633233649848,11.54860782623291
2020-06-04,11.254164271117432,11.451560974121094
2020-06-05,11.514033709712459,11.645654678344727
2020-06-08,11.520541654589728,11.645654678344727
2020-06-09,11.384447657871442,11.54860782623291
2020-06-10,11.584614589334969,11.451560974121094
2020-06-11,11.743021176662495,11.354513168334961
2020-06-12,11.922786101425574,11.354513168334961
2020-06-15,11.822115123148958,10.966325759887695
2020-06-16,11.03539029973703,11.257467269897461
2020-06-17,11.11835400124234,11.160419464111328
2020-06-18,11.044219262809069,11.354513168334961
2020-06-19,10.955445595969264,11.257467269897461
2020-06-22,11.055024571327905,11.160419464111328
2020-06-23,11.044806386652539,11.160419464111328
2020-06-24,10.788879095352883,11.063371658325195
2020-06-25,10.982077034235518,10.869277954101562
2020-06-26,10.709159653943802,10.869277954101562
2020-06-29,10.79459452115891,10.966325759887695
2020-06-30,10.846702915589338,10.966325759887695
2020-07-01,10.672764727435434,10.869277954101562
2020-07-02,10.662697555094631,11.257467269897461
2020-07-03,10.620732265242564,11.257467269897461
